tutorial_id,source_folder,source_type,series_name,order_index,youtube_url,video_id,channel,title,transcript_path,repo_root,godot_version,start_source_folder,gt_source_folder,status,notes
fps_014_state_machine_double_jump,FPS014_StateMachineDoubleJump,checkpoint,the_godot_fps_project,14,https://www.youtube.com/watch?v=pO2N8wNMlSM&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=14,pO2N8wNMlSM,,State Machine Double Jump,metadata/transcripts/fps_014_state_machine_double_jump.txt,/Users/sejoonchang/Desktop/Data/FPS014_StateMachineDoubleJump,4.1,FPS013_StateMachineBasicJump,FPS014_StateMachineDoubleJump,needs_metadata,
fps_015_state_machine_jump_strength,FPS015_StateMachineJumpStrength,checkpoint,the_godot_fps_project,15,https://www.youtube.com/watch?v=4Fwp7A6eiQg&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=15,4Fwp7A6eiQg,,State Machine Jump Strength,metadata/transcripts/fps_015_state_machine_jump_strength.txt,/Users/sejoonchang/Desktop/Data/FPS015_StateMachineJumpStrength,4.1,FPS014_StateMachineDoubleJump,FPS015_StateMachineJumpStrength,needs_metadata,
fps_016_state_machine_jump_animation,FPS016_StateMachineJumpAnimation,checkpoint,the_godot_fps_project,16,https://www.youtube.com/watch?v=dtBdJzSQ4FY&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=16,dtBdJzSQ4FY,,State Machine Jump Animation,metadata/transcripts/fps_016_state_machine_jump_animation.txt,/Users/sejoonchang/Desktop/Data/FPS016_StateMachineJumpAnimation,4.1,FPS015_StateMachineJumpStrength,FPS016_StateMachineJumpAnimation,needs_metadata,
fps_017_state_machine_falling,FPS017_StateMachineFalling,checkpoint,the_godot_fps_project,17,https://www.youtube.com/watch?v=p_rFuArPSKs&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=17,p_rFuArPSKs,,State Machine Falling,metadata/transcripts/fps_017_state_machine_falling.txt,/Users/sejoonchang/Desktop/Data/FPS017_StateMachineFalling,4.1,FPS016_StateMachineJumpAnimation,FPS017_StateMachineFalling,needs_metadata,
fps_018_weapon_setup_positioning,FPS018_WeaponSetupPositioning,checkpoint,the_godot_fps_project,18,https://www.youtube.com/watch?v=LpAxXWBXlsw&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=18,LpAxXWBXlsw,,Weapon Setup Positioning,metadata/transcripts/fps_018_weapon_setup_positioning.txt,/Users/sejoonchang/Desktop/Data/FPS018_WeaponSetupPositioning,4.1,FPS017_StateMachineFalling,FPS018_WeaponSetupPositioning,needs_metadata,
fps_019_weapon_fov_depth,FPS019_WeaponFOVDepth,checkpoint,the_godot_fps_project,19,https://www.youtube.com/watch?v=1WCibEaJFc0&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=19,1WCibEaJFc0,,Weapon FOV Depth,metadata/transcripts/fps_019_weapon_fov_depth.txt,/Users/sejoonchang/Desktop/Data/FPS019_WeaponFOVDepth,4.1,FPS018_WeaponSetupPositioning,FPS019_WeaponFOVDepth,needs_metadata,
fps_020_weapon_modular_system,FPS020_WeaponModularSystem,checkpoint,the_godot_fps_project,20,https://www.youtube.com/watch?v=SB0QrnI_-IQ&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=20,SB0QrnI_-IQ,,Weapon Modular System,metadata/transcripts/fps_020_weapon_modular_system.txt,/Users/sejoonchang/Desktop/Data/FPS020_WeaponModularSystem,4.2,FPS019_WeaponFOVDepth,FPS020_WeaponModularSystem,needs_metadata,
fps_021_weapon_sway,FPS021_WeaponSway,checkpoint,the_godot_fps_project,21,https://www.youtube.com/watch?v=-XrBJhtFzE8&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=21,-XrBJhtFzE8,,Weapon Sway,metadata/transcripts/fps_021_weapon_sway.txt,/Users/sejoonchang/Desktop/Data/FPS021_WeaponSway,4.2,FPS020_WeaponModularSystem,FPS021_WeaponSway,needs_metadata,
fps_022_weapon_idle_animation,FPS022_WeaponIdleAnimation,checkpoint,the_godot_fps_project,22,https://www.youtube.com/watch?v=ARKJSJnwPMs&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=22,ARKJSJnwPMs,,Weapon Idle Animation,metadata/transcripts/fps_022_weapon_idle_animation.txt,/Users/sejoonchang/Desktop/Data/FPS022_WeaponIdleAnimation,4.2,FPS021_WeaponSway,FPS022_WeaponIdleAnimation,needs_metadata,
fps_023_weapon_bobbing_animation,FPS023_WeaponBobbingAnimation,checkpoint,the_godot_fps_project,23,https://www.youtube.com/watch?v=a5ZZhNG6P2U&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=23,a5ZZhNG6P2U,,Weapon Bobbing Animation,metadata/transcripts/fps_023_weapon_bobbing_animation.txt,/Users/sejoonchang/Desktop/Data/FPS023_WeaponBobbingAnimation,4.2,FPS022_WeaponIdleAnimation,FPS023_WeaponBobbingAnimation,needs_metadata,
fps_024_shooting_raycasting_setup,FPS024_ShootingRaycastingSetup,checkpoint,the_godot_fps_project,24,https://www.youtube.com/watch?v=uH6yeUUVQdE&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=24,uH6yeUUVQdE,,Shooting Raycasting Setup,metadata/transcripts/fps_024_shooting_raycasting_setup.txt,/Users/sejoonchang/Desktop/Data/FPS024_ShootingRaycastingSetup,4.2,FPS023_WeaponBobbingAnimation,FPS024_ShootingRaycastingSetup,needs_metadata,
fps_025_easy_bullet_decals,FPS025_EasyBulletDecals,checkpoint,the_godot_fps_project,25,https://www.youtube.com/watch?v=Xt1WsjM9_TI&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=25,Xt1WsjM9_TI,,Easy Bullet Decals,metadata/transcripts/fps_025_easy_bullet_decals.txt,/Users/sejoonchang/Desktop/Data/FPS025_EasyBulletDecals,4.2,FPS024_ShootingRaycastingSetup,FPS025_EasyBulletDecals,needs_metadata,
fps_026_procedural_gun_recoil,FPS026_ProceduralGunRecoil,checkpoint,the_godot_fps_project,26,https://www.youtube.com/watch?v=adbk8hTfRVM&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=26,adbk8hTfRVM,,Procedural Gun Recoil,metadata/transcripts/fps_026_procedural_gun_recoil.txt,/Users/sejoonchang/Desktop/Data/FPS026_ProceduralGunRecoil,4.2,FPS025_EasyBulletDecals,FPS026_ProceduralGunRecoil,needs_metadata,
fps_027_procedural_gun_recoil_part_two,FPS027_ProceduralGunRecoilPartTwo,checkpoint,the_godot_fps_project,27,https://www.youtube.com/watch?v=hND2zO_tXQ4&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=27,hND2zO_tXQ4,,Procedural Gun Recoil Part Two,metadata/transcripts/fps_027_procedural_gun_recoil_part_two.txt,/Users/sejoonchang/Desktop/Data/FPS027_ProceduralGunRecoilPartTwo,4.2,FPS026_ProceduralGunRecoil,FPS027_ProceduralGunRecoilPartTwo,needs_metadata,
fps_028_gun_muzzle_flash,FPS028_GunMuzzleFlash,checkpoint,the_godot_fps_project,28,https://www.youtube.com/watch?v=K43KQfJlHa4&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=28,K43KQfJlHa4,,Gun Muzzle Flash,metadata/transcripts/fps_028_gun_muzzle_flash.txt,/Users/sejoonchang/Desktop/Data/FPS028_GunMuzzleFlash,4.2,FPS027_ProceduralGunRecoilPartTwo,FPS028_GunMuzzleFlash,needs_metadata,
fps_029_setting_up_object_interaction_in_godot,FPS029_SettingUpObjectInteractionInGodot,checkpoint,the_godot_fps_project,29,https://www.youtube.com/watch?v=9-robprotig&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=29,9-robprotig,,Setting Up Object Interaction In Godot,metadata/transcripts/fps_029_setting_up_object_interaction_in_godot.txt,/Users/sejoonchang/Desktop/Data/FPS029_SettingUpObjectInteractionInGodot,4.2,FPS028_GunMuzzleFlash,FPS029_SettingUpObjectInteractionInGodot,needs_metadata,
fps_030_creating_a_modular_interaction_component,FPS030_CreatingAModularInteractionComponent,checkpoint,the_godot_fps_project,30,https://www.youtube.com/watch?v=OpaRvCUDr8o&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=30,OpaRvCUDr8o,,Creating A Modular Interaction Component,metadata/transcripts/fps_030_creating_a_modular_interaction_component.txt,/Users/sejoonchang/Desktop/Data/FPS030_CreatingAModularInteractionComponent,4.2,FPS029_SettingUpObjectInteractionInGodot,FPS030_CreatingAModularInteractionComponent,needs_metadata,
fps_031_highlighting_interactable_objects_in_godot,FPS031_HighlightingInteractableObjectsInGodot,checkpoint,the_godot_fps_project,31,https://www.youtube.com/watch?v=5Ub2kvKnuP0&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=31,5Ub2kvKnuP0,,Highlighting Interactable Objects in Godot,metadata/transcripts/fps_031_highlighting_interactable_objects_in_godot.txt,/Users/sejoonchang/Desktop/Data/FPS031_HighlightingInteractableObjectsInGodot,4.2,FPS030_CreatingAModularInteractionComponent,FPS031_HighlightingInteractableObjectsInGodot,needs_metadata,
fps_032_interactive_door_component_make_an_fps_in_godot,FPS032_InteractiveDoorComponentMakeAnFPSInGodot,checkpoint,the_godot_fps_project,32,https://www.youtube.com/watch?v=cbnxUUDojQQ&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=32,cbnxUUDojQQ,,Interactive Door Component // Make An FPS in Godot,metadata/transcripts/fps_032_interactive_door_component_make_an_fps_in_godot.txt,/Users/sejoonchang/Desktop/Data/FPS032_InteractiveDoorComponentMakeAnFPSInGodot,4.2,FPS031_HighlightingInteractableObjectsInGodot,FPS032_InteractiveDoorComponentMakeAnFPSInGodot,needs_metadata,
fps_033_context_ui_for_interactions,FPS033_ContextUIForInteractions,checkpoint,the_godot_fps_project,33,https://www.youtube.com/watch?v=tbhqWvSA8rk&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=33,tbhqWvSA8rk,,Context UI for Interactions,metadata/transcripts/fps_033_context_ui_for_interactions.txt,/Users/sejoonchang/Desktop/Data/FPS033_ContextUIForInteractions,4.2,FPS032_InteractiveDoorComponentMakeAnFPSInGodot,FPS033_ContextUIForInteractions,needs_metadata,
fps_034_creating_a_message_bus_for_signals,FPS034_CreatingAMessageBusForSignals,checkpoint,the_godot_fps_project,34,https://www.youtube.com/watch?v=7N5qj8yuD38&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=34,7N5qj8yuD38,,Creating a Message Bus For Signals,metadata/transcripts/fps_034_creating_a_message_bus_for_signals.txt,/Users/sejoonchang/Desktop/Data/FPS034_CreatingAMessageBusForSignals,4.2,FPS033_ContextUIForInteractions,FPS034_CreatingAMessageBusForSignals,needs_metadata,
fps_035_create_rotating_doors,FPS035_CreateRotatingDoors,checkpoint,the_godot_fps_project,35,https://www.youtube.com/watch?v=c-3X9m12WXU&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=35,c-3X9m12WXU,,Create Rotating Doors,metadata/transcripts/fps_035_create_rotating_doors.txt,/Users/sejoonchang/Desktop/Data/FPS035_CreateRotatingDoors,4.2,FPS034_CreatingAMessageBusForSignals,FPS035_CreateRotatingDoors,needs_metadata,
fps_036_how_to_create_smart_doors,FPS036_HowToCreateSmartDoors,checkpoint,the_godot_fps_project,36,https://www.youtube.com/watch?v=vBfTInzZvek&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=36,vBfTInzZvek,,How To Create Smart Doors,metadata/transcripts/fps_036_how_to_create_smart_doors.txt,/Users/sejoonchang/Desktop/Data/FPS036_HowToCreateSmartDoors,4.2,FPS035_CreateRotatingDoors,FPS036_HowToCreateSmartDoors,needs_metadata,
fps_037_how_to_open_and_close_doors,FPS037_HowToOpenAndCloseDoors,checkpoint,the_godot_fps_project,37,https://www.youtube.com/watch?v=iavuRgY--bQ&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=37,iavuRgY--bQ,,How To Open and Close Doors,metadata/transcripts/fps_037_how_to_open_and_close_doors.txt,/Users/sejoonchang/Desktop/Data/FPS037_HowToOpenAndCloseDoors,4.2,FPS036_HowToCreateSmartDoors,FPS037_HowToOpenAndCloseDoors,needs_metadata,
fps_038_how_to_make_automatic_doors,FPS038_HowToMakeAutomaticDoors,checkpoint,the_godot_fps_project,38,https://www.youtube.com/watch?v=5POMEd66f04&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=38,5POMEd66f04,,How To Make Automatic Doors,metadata/transcripts/fps_038_how_to_make_automatic_doors.txt,/Users/sejoonchang/Desktop/Data/FPS038_HowToMakeAutomaticDoors,4.2,FPS037_HowToOpenAndCloseDoors,FPS038_HowToMakeAutomaticDoors,needs_metadata,
fps_039_open_doors_with_physics,FPS039_OpenDoorsWithPhysics,checkpoint,the_godot_fps_project,39,https://www.youtube.com/watch?v=-ZMzFwiWWc0&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=39,-ZMzFwiWWc0,,Open Doors With Physics,metadata/transcripts/fps_039_open_doors_with_physics.txt,/Users/sejoonchang/Desktop/Data/FPS039_OpenDoorsWithPhysics,4.2,FPS038_HowToMakeAutomaticDoors,FPS039_OpenDoorsWithPhysics,needs_metadata,
fps_040_pushable_physics_doors_with_the_player,FPS040_PushablePhysicsDoorsWithThePlayer,checkpoint,the_godot_fps_project,40,https://www.youtube.com/watch?v=onSphlnR04k&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=40,onSphlnR04k,,Pushable Physics Doors With the Player,metadata/transcripts/fps_040_pushable_physics_doors_with_the_player.txt,/Users/sejoonchang/Desktop/Data/FPS040_PushablePhysicsDoorsWithThePlayer,4.3,FPS039_OpenDoorsWithPhysics,FPS040_PushablePhysicsDoorsWithThePlayer,needs_metadata,
fps_041_using_the_raycast_3d_node_for_interactions,FPS041_UsingTheRaycast3DNodeForInteractions,checkpoint,the_godot_fps_project,41,https://www.youtube.com/watch?v=3Fq5amwpagU&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=42,3Fq5amwpagU,,Using the Raycast3D Node For Interactions,metadata/transcripts/fps_041_using_the_raycast_3d_node_for_interactions.txt,/Users/sejoonchang/Desktop/Data/FPS041_UsingTheRaycast3DNodeForInteractions,4.3,FPS040_PushablePhysicsDoorsWithThePlayer,FPS041_UsingTheRaycast3DNodeForInteractions,needs_metadata,
fps_042_picking_up_objects,FPS042_PickingUpObjects,checkpoint,the_godot_fps_project,42,https://www.youtube.com/watch?v=3Fq5amwpagU&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=42,3Fq5amwpagU,,Picking Up Objects,metadata/transcripts/fps_042_picking_up_objects.txt,/Users/sejoonchang/Desktop/Data/FPS042_PickingUpObjects,4.3,FPS041_UsingTheRaycast3DNodeForInteractions,FPS042_PickingUpObjects,duplicate_snapshot,Same saved project bytes as FPS041_UsingTheRaycast3DNodeForInteractions after ignored files are excluded; keep transcript/video for provenance or manual task recovery.
