tutorial_id,order_index,title,task_source_type,youtube_urls,video_ids,transcript_paths,start_source_folder,gt_source_folder,added_files,deleted_files,changed_files,total_changes,candidate_files,extraction_priority,suggested_task_count,task_generation_status,notes
fps_013_state_machine_basic_jump,13,State Machine Basic Jump,pair,https://www.youtube.com/watch?v=4HI_iOM5LfI&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=13,4HI_iOM5LfI,metadata/transcripts/fps_013_state_machine_basic_jump.txt,FPS012_StateMachineSliding,FPS013_StateMachineBasicJump,2,0,10,12,controllers/SprintingPlayerState.gd | controllers/fps_controller.tscn | controllers/scripts/IdlePlayerState.gd | controllers/scripts/WalkingPlayerState.gd | controllers/scripts/fps_controller.gd | environment/WE_test.tres | levels/level_008.tscn | materials/grid.tres | project.godot | ui/themes/debug.tres | controllers/scripts/JumpingPlayerState.gd | levels/level_013.tscn,medium,1-2,pending_review,
fps_014_state_machine_double_jump,14,State Machine Double Jump,pair,https://www.youtube.com/watch?v=pO2N8wNMlSM&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=14,pO2N8wNMlSM,metadata/transcripts/fps_014_state_machine_double_jump.txt,FPS013_StateMachineBasicJump,FPS014_StateMachineDoubleJump,1,0,7,8,controllers/fps_controller.tscn | controllers/scripts/JumpingPlayerState.gd | environment/WE_test.tres | levels/level_013.tscn | materials/grid.tres | project.godot | ui/themes/debug.tres | levels/level_014.tscn,high,1,pending_review,
fps_015_state_machine_jump_strength,15,State Machine Jump Strength,pair,https://www.youtube.com/watch?v=4Fwp7A6eiQg&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=15,4Fwp7A6eiQg,metadata/transcripts/fps_015_state_machine_jump_strength.txt,FPS014_StateMachineDoubleJump,FPS015_StateMachineJumpStrength,1,0,7,8,controllers/fps_controller.tscn | controllers/scripts/JumpingPlayerState.gd | environment/WE_test.tres | levels/level_014.tscn | materials/grid.tres | project.godot | ui/themes/debug.tres | levels/level_015.tscn,high,1,pending_review,
fps_016_state_machine_jump_animation,16,State Machine Jump Animation,pair,https://www.youtube.com/watch?v=dtBdJzSQ4FY&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=16,dtBdJzSQ4FY,metadata/transcripts/fps_016_state_machine_jump_animation.txt,FPS015_StateMachineJumpStrength,FPS016_StateMachineJumpAnimation,0,0,10,10,controllers/SprintingPlayerState.gd | controllers/fps_controller.tscn | controllers/scripts/IdlePlayerState.gd | controllers/scripts/JumpingPlayerState.gd | controllers/scripts/WalkingPlayerState.gd | environment/WE_test.tres | levels/level_015.tscn | materials/grid.tres | project.godot | ui/themes/debug.tres,medium,1-2,pending_review,
fps_017_state_machine_falling,17,State Machine Falling,pair,https://www.youtube.com/watch?v=p_rFuArPSKs&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=17,p_rFuArPSKs,metadata/transcripts/fps_017_state_machine_falling.txt,FPS016_StateMachineJumpAnimation,FPS017_StateMachineFalling,1,0,10,11,controllers/SprintingPlayerState.gd | controllers/fps_controller.tscn | controllers/scripts/IdlePlayerState.gd | controllers/scripts/SlidingPlayerState.gd | controllers/scripts/WalkingPlayerState.gd | environment/WE_test.tres | levels/level_014.tscn | levels/level_015.tscn | materials/grid.tres | ui/themes/debug.tres | controllers/scripts/FallingPlayerState.gd,medium,1-2,pending_review,
fps_018_weapon_setup_positioning,18,Weapon Setup Positioning,pair,https://www.youtube.com/watch?v=LpAxXWBXlsw&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=18,LpAxXWBXlsw,metadata/transcripts/fps_018_weapon_setup_positioning.txt,FPS017_StateMachineFalling,FPS018_WeaponSetupPositioning,6,0,7,13,controllers/fps_controller.tscn | environment/WE_test.tres | levels/level_014.tscn | levels/level_015.tscn | materials/grid.tres | project.godot | ui/themes/debug.tres | meshes/weapons/crowbar/anim_crowbar.tres | meshes/weapons/crowbar/crowbar.glb | meshes/weapons/crowbar/crowbar_0.png | meshes/weapons/crowbar/crowbar_1.png | meshes/weapons/crowbar/crowbar_2.png,medium,1-2,pending_review,
fps_019_weapon_fov_depth,19,Weapon FOV Depth,pair,https://www.youtube.com/watch?v=1WCibEaJFc0&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=19,1WCibEaJFc0,metadata/transcripts/fps_019_weapon_fov_depth.txt,FPS018_WeaponSetupPositioning,FPS019_WeaponFOVDepth,6,0,7,13,controllers/fps_controller.tscn | environment/WE_test.tres | levels/WE_test.tscn | levels/level_015.tscn | materials/grid.tres | project.godot | ui/themes/debug.tres | controllers/scripts/WeaponCamera.gd | controllers/scripts/WeaponViewport.gd | meshes/weapons/crowbar/mesh_crowbar.res | meshes/weapons/crowbar/shader_crowbar.tres | meshes/weapons/weapon.tscn,medium,1-2,pending_review,
fps_020_weapon_modular_system,20,Weapon Modular System,pair,https://www.youtube.com/watch?v=SB0QrnI_-IQ&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=20,SB0QrnI_-IQ,metadata/transcripts/fps_020_weapon_modular_system.txt,FPS019_WeaponFOVDepth,FPS020_WeaponModularSystem,34,0,11,45,controllers/fps_controller.tscn | controllers/scripts/fps_controller.gd | environment/WE_test.tres | levels/WE_test.tscn | levels/level_015.tscn | materials/grid.tres | meshes/weapons/crowbar/anim_crowbar.tres | meshes/weapons/crowbar/mesh_crowbar.res | meshes/weapons/weapon.tscn | project.godot | ui/themes/debug.tres | assets/lighting/small_light1.tscn,low,2-3,pending_review,
fps_021_weapon_sway,21,Weapon Sway,pair,https://www.youtube.com/watch?v=-XrBJhtFzE8&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=21,-XrBJhtFzE8,metadata/transcripts/fps_021_weapon_sway.txt,FPS020_WeaponModularSystem,FPS021_WeaponSway,1,0,10,11,controllers/fps_controller.tscn | environment/WE_dev.tres | levels/level_001.tscn | levels/level_016.tscn | materials/grid.tres | meshes/weapons/crowbar/crowbar.tres | meshes/weapons/crowbar2/crowbarL.tres | meshes/weapons/init_weapon.gd | meshes/weapons/weapon.tscn | meshes/weapons/weapons.gd | textures/noise/noise_weapon_sway.tres,medium,1-2,pending_review,
fps_022_weapon_idle_animation,22,Weapon Idle Animation,pair,https://www.youtube.com/watch?v=ARKJSJnwPMs&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=22,ARKJSJnwPMs,metadata/transcripts/fps_022_weapon_idle_animation.txt,FPS021_WeaponSway,FPS022_WeaponIdleAnimation,56,2,16,74,LICENSE | controllers/fps_controller.tscn | environment/WE_dev.tres | levels/level_002.tscn | levels/level_007.tscn | levels/level_008.tscn | levels/level_013.tscn | levels/level_014.tscn | levels/level_015.tscn | materials/grid.tres | meshes/demo/Platform.mtl | meshes/weapons/crowbar/crowbar.tres,low,2-3,pending_review,
fps_023_weapon_bobbing_animation,23,Weapon Bobbing Animation,pair,https://www.youtube.com/watch?v=a5ZZhNG6P2U&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=23,a5ZZhNG6P2U,metadata/transcripts/fps_023_weapon_bobbing_animation.txt,FPS022_WeaponIdleAnimation,FPS023_WeaponBobbingAnimation,2,0,15,17,controllers/fps_controller.tscn | controllers/scripts/CrouchingPlayerState.gd | controllers/scripts/IdlePlayerState.gd | controllers/scripts/SprintingPlayerState.gd | controllers/scripts/WalkingPlayerState.gd | controllers/scripts/fps_controller.gd | levels/level_014.tscn | meshes/demo/barrel.res | meshes/demo/cube.res | meshes/demo/platform.res | meshes/weapons/crowbar/mesh_crowbar.res | meshes/weapons/gun_rifle/sci_rifle.res,low,2-3,pending_review,
fps_024_shooting_raycasting_setup,24,Shooting Raycasting Setup,pair,https://www.youtube.com/watch?v=uH6yeUUVQdE&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=24,uH6yeUUVQdE,metadata/transcripts/fps_024_shooting_raycasting_setup.txt,FPS023_WeaponBobbingAnimation,FPS024_ShootingRaycastingSetup,1,0,5,6,controllers/fps_controller.tscn | controllers/scripts/IdlePlayerState.gd | levels/level_014.tscn | meshes/weapons/init_weapon.gd | project.godot | assets/scenes/raycast_test.tscn,high,1,pending_review,
fps_025_easy_bullet_decals,25,Easy Bullet Decals,pair,https://www.youtube.com/watch?v=Xt1WsjM9_TI&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=25,Xt1WsjM9_TI,metadata/transcripts/fps_025_easy_bullet_decals.txt,FPS024_ShootingRaycastingSetup,FPS025_EasyBulletDecals,1,0,4,5,assets/scenes/raycast_test.tscn | controllers/fps_controller.tscn | levels/level_014.tscn | meshes/weapons/init_weapon.gd | textures/bullet_hole.png,high,1,pending_review,
fps_026_procedural_gun_recoil,26,Procedural Gun Recoil,pair,https://www.youtube.com/watch?v=adbk8hTfRVM&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=26,adbk8hTfRVM,metadata/transcripts/fps_026_procedural_gun_recoil.txt,FPS025_EasyBulletDecals,FPS026_ProceduralGunRecoil,7,0,6,13,assets/scenes/raycast_test.tscn | controllers/fps_controller.tscn | levels/level_014.tscn | meshes/demo/barrel.res | meshes/weapons/init_weapon.gd | project.godot | levels/level_026.tscn | materials/grid_light.tres | materials/grid_red.tres | meshes/general/GeniSys_Box.obj | scripts/weapon_recoil.gd | textures/texture_light.png,medium,1-2,pending_review,
fps_027_procedural_gun_recoil_part_two,27,Procedural Gun Recoil Part Two,pair,https://www.youtube.com/watch?v=hND2zO_tXQ4&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=27,hND2zO_tXQ4,metadata/transcripts/fps_027_procedural_gun_recoil_part_two.txt,FPS026_ProceduralGunRecoil,FPS027_ProceduralGunRecoilPartTwo,1,0,2,3,controllers/fps_controller.tscn | meshes/weapons/weapon.tscn | scripts/weapon_recoil_physical.gd,high,1,pending_review,
fps_028_gun_muzzle_flash,28,Gun Muzzle Flash,pair,https://www.youtube.com/watch?v=K43KQfJlHa4&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=28,K43KQfJlHa4,metadata/transcripts/fps_028_gun_muzzle_flash.txt,FPS027_ProceduralGunRecoilPartTwo,FPS028_GunMuzzleFlash,1,0,4,5,controllers/fps_controller.tscn | levels/level_026.tscn | meshes/weapons/weapon.tscn | project.godot | scripts/muzzle_flash.gd,high,1,pending_review,
fps_029_setting_up_object_interaction_in_godot,29,Setting Up Object Interaction In Godot,pair,https://www.youtube.com/watch?v=9-robprotig&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=29,9-robprotig,metadata/transcripts/fps_029_setting_up_object_interaction_in_godot.txt,FPS028_GunMuzzleFlash,FPS029_SettingUpObjectInteractionInGodot,0,0,4,4,controllers/fps_controller.tscn | controllers/scripts/fps_controller.gd | levels/level_026.tscn | project.godot,high,1,pending_review,
fps_030_creating_a_modular_interaction_component,30,Creating A Modular Interaction Component,pair,https://www.youtube.com/watch?v=OpaRvCUDr8o&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=30,OpaRvCUDr8o,metadata/transcripts/fps_030_creating_a_modular_interaction_component.txt,FPS029_SettingUpObjectInteractionInGodot,FPS030_CreatingAModularInteractionComponent,1,0,2,3,controllers/scripts/fps_controller.gd | levels/level_026.tscn | scripts/interaction_component.gd,high,1,pending_review,
fps_031_highlighting_interactable_objects_in_godot,31,Highlighting Interactable Objects in Godot,pair,https://www.youtube.com/watch?v=5Ub2kvKnuP0&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=31,5Ub2kvKnuP0,metadata/transcripts/fps_031_highlighting_interactable_objects_in_godot.txt,FPS030_CreatingAModularInteractionComponent,FPS031_HighlightingInteractableObjectsInGodot,1,0,4,5,controllers/fps_controller.tscn | controllers/scripts/fps_controller.gd | levels/level_026.tscn | scripts/interaction_component.gd | materials/interactable_highlight.tres,high,1,pending_review,
fps_032_interactive_door_component_make_an_fps_in_godot,32,Interactive Door Component // Make An FPS in Godot,pair,https://www.youtube.com/watch?v=cbnxUUDojQQ&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=32,cbnxUUDojQQ,metadata/transcripts/fps_032_interactive_door_component_make_an_fps_in_godot.txt,FPS031_HighlightingInteractableObjectsInGodot,FPS032_InteractiveDoorComponentMakeAnFPSInGodot,3,0,5,8,controllers/fps_controller.tscn | environment/WE_dev.tres | levels/level_026.tscn | materials/grid.tres | materials/grid_grey.tres | levels/032_door_component.tscn | materials/prototype_grey.tres | scripts/door_component.gd,high,1,pending_review,
fps_033_context_ui_for_interactions,33,Context UI for Interactions,pair,https://www.youtube.com/watch?v=tbhqWvSA8rk&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=33,tbhqWvSA8rk,metadata/transcripts/fps_033_context_ui_for_interactions.txt,FPS032_InteractiveDoorComponentMakeAnFPSInGodot,FPS033_ContextUIForInteractions,12,0,7,19,controllers/fps_controller.tscn | levels/032_door_component.tscn | levels/level_026.tscn | materials/grid_grey.tres | project.godot | scripts/global.gd | scripts/interaction_component.gd | scripts/message_bus.gd | textures/input/keyboard_e.png | theme/Inter-Black.ttf | theme/Inter-Bold.ttf | theme/Inter-Light.ttf,low,2-3,pending_review,
fps_034_creating_a_message_bus_for_signals,34,Creating a Message Bus For Signals,pair,https://www.youtube.com/watch?v=7N5qj8yuD38&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=34,7N5qj8yuD38,metadata/transcripts/fps_034_creating_a_message_bus_for_signals.txt,FPS033_ContextUIForInteractions,FPS034_CreatingAMessageBusForSignals,1,0,7,8,controllers/fps_controller.tscn | levels/032_door_component.tscn | levels/level_026.tscn | scripts/door_component.gd | scripts/interaction_component.gd | scripts/message_bus.gd | ui/scripts/context_component.gd | materials/interaction_object.tres,high,1,pending_review,
fps_035_create_rotating_doors,35,Create Rotating Doors,pair,https://www.youtube.com/watch?v=c-3X9m12WXU&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=35,c-3X9m12WXU,metadata/transcripts/fps_035_create_rotating_doors.txt,FPS034_CreatingAMessageBusForSignals,FPS035_CreateRotatingDoors,0,0,4,4,controllers/fps_controller.tscn | levels/032_door_component.tscn | scripts/door_component.gd | scripts/interaction_component.gd,high,1,pending_review,
fps_036_how_to_create_smart_doors,36,How To Create Smart Doors,pair,https://www.youtube.com/watch?v=vBfTInzZvek&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=36,vBfTInzZvek,metadata/transcripts/fps_036_how_to_create_smart_doors.txt,FPS035_CreateRotatingDoors,FPS036_HowToCreateSmartDoors,0,0,2,2,levels/032_door_component.tscn | scripts/door_component.gd,high,1,pending_review,
fps_037_how_to_open_and_close_doors,37,How To Open and Close Doors,pair,https://www.youtube.com/watch?v=iavuRgY--bQ&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=37,iavuRgY--bQ,metadata/transcripts/fps_037_how_to_open_and_close_doors.txt,FPS036_HowToCreateSmartDoors,FPS037_HowToOpenAndCloseDoors,0,0,2,2,levels/032_door_component.tscn | scripts/door_component.gd,high,1,pending_review,
fps_038_how_to_make_automatic_doors,38,How To Make Automatic Doors,pair,https://www.youtube.com/watch?v=5POMEd66f04&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=38,5POMEd66f04,metadata/transcripts/fps_038_how_to_make_automatic_doors.txt,FPS037_HowToOpenAndCloseDoors,FPS038_HowToMakeAutomaticDoors,2,0,4,6,controllers/fps_controller.tscn | levels/032_door_component.tscn | scripts/door_component.gd | scripts/interaction_component.gd | theme/icons/icon_door_component.png | theme/icons/icon_interaction_component.png,high,1,pending_review,
fps_039_open_doors_with_physics,39,Open Doors With Physics,pair,https://www.youtube.com/watch?v=-ZMzFwiWWc0&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=39,-ZMzFwiWWc0,metadata/transcripts/fps_039_open_doors_with_physics.txt,FPS038_HowToMakeAutomaticDoors,FPS039_OpenDoorsWithPhysics,1,0,2,3,controllers/fps_controller.tscn | scripts/door_component.gd | levels/039_physics_door.tscn,high,1,pending_review,
fps_040_pushable_physics_doors_with_the_player,40,Pushable Physics Doors With the Player,pair,https://www.youtube.com/watch?v=onSphlnR04k&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=40,onSphlnR04k,metadata/transcripts/fps_040_pushable_physics_doors_with_the_player.txt,FPS039_OpenDoorsWithPhysics,FPS040_PushablePhysicsDoorsWithThePlayer,1,0,5,6,controllers/fps_controller.tscn | controllers/scripts/fps_controller.gd | levels/039_physics_door.tscn | meshes/demo/barrel.res | project.godot | scripts/physics_component.gd,high,1,pending_review,
fps_041_using_the_raycast_3d_node_for_interactions,41,Using the Raycast3D Node For Interactions + Picking Up Objects,pair_merged_duplicate,https://www.youtube.com/watch?v=3Fq5amwpagU&list=PLEHvj4yeNfeF6s-UVs5Zx5TfNYmeCiYwf&index=42,3Fq5amwpagU,metadata/transcripts/fps_041_using_the_raycast_3d_node_for_interactions.txt|metadata/transcripts/fps_042_picking_up_objects.txt,FPS040_PushablePhysicsDoorsWithThePlayer,FPS041_UsingTheRaycast3DNodeForInteractions,3,0,5,8,controllers/fps_controller.tscn | controllers/scripts/fps_controller.gd | levels/039_physics_door.tscn | project.godot | scripts/interaction_component.gd | controllers/scripts/interaction_raycast.gd | levels/041_object_pickup.tscn | scripts/pickup_component.gd,high,1,pending_review,Merged duplicate-snapshot tutorial FPS042_PickingUpObjects into this task and combined transcript/video provenance.
